post,splitted_text,splitted_tags
"How to create a slowing scroll effect on a scrollbox? <p>I like to create a smooth slowing scroll effect after panning an image in a scrollbox. Just like panning the map in <a href=""http://maps.google.com"">maps.google.com</a>. I'm not sure what type it is, but exactly same behaviour: when dragging the map around with a fast move, it doesn't stop immediately when you release the mouse, but it starts slowing down.</p>

<p>Any ideas, components, links or samples?</p>
","['create', 'effect', 'scrollbox', 'create', 'scroll', 'effect', 'image', 'scrollbox', 'type', 'move', 'stop', 'release', 'mouse']","['image', 'delphi', 'scroll', 'effect', 'easing']"
"combining packed data with aligned memory access <p>I'm trying to perform a memory optimization that should be theoretically possible but that I'm starting to doubt is within arm-elf-gcc's capability.  Please show me that I'm wrong.</p>
<p>I have an embedded system with a very small amount of main memory, and an even smaller amount of battery-backed nvram.  I am storing checksummed configuration data in the nvram so that on boot I can validate the checksum and continue a previous run or start a new run if the checksum is invalid.  During the run, I update various fields of various sizes in this configuration data (and it's okay that this invalidates the checksum until it is later recalculated).</p>
<p>All of this runs in physical address space - the normal sram is mapped at one location and the nvram is mapped at another.  Here's the rub - all access to the nvram must be done in 32-bit words; no byte or halfword access is allowed (although it's obviously fine in main memory).</p>
<p>So I can either a) store a working copy of all of my configuration data in main memory, and memcpy it out to the nvram when I recalculate the checksum or b) work with it directly in nvram but somehow convince the compiler that all structs are packed and all accesses must not only be 32-bit <em>aligned</em>, but also 32-bit <em>wide</em>.</p>
<p>Option a) wastes precious main memory, and I would much rather make the runtime tradeoff to save it (although not if the code size ends up wasting more than I save on data size) via option b).</p>
<p>I was hoping that <code>__attribute__ ((packed, aligned(4)))</code> or some variation thereof could help here, but all of the reading and experimenting I have done so far has let me down.</p>
<p>Here's a toy example of the sort of configuration data I'm dealing with:</p>
<pre><code>#define __packed __attribute__ ((packed))
struct __packed Foo
{
    uint64_t foo;
    struct FooFoo foofoo;
}

struct __packed Bar
{
    uint32_t something;
    uint16_t somethingSmaller;
    uint8_t evenSmaller;
}

struct __packed PersistentData
{
    struct Foo;
    struct Bar;
    /* ... */
    struct Baz;
    uint_32 checksum;
}
</code></pre>
<p>You can imagine different threads (one each to perform functions Foo, Bar, and Baz) updating their own structures as appropriate, and synchronizing at some point to declare it time to recalculate the checksum and go to sleep.</p>
","['memory', 'access', 'memory', 'optimization', 'doubt', 'capability', 'please', 'system', 'amount', 'memory', 'amount', 'battery', 'storing', 'configuration', 'checksum', 'start', 'checksum', 'configuration', 'okay', 'address', 'space', 'sram', 'location', 'nvram', 'access', 'byte', 'halfword', 'access', 'memory', 'store', 'copy', 'configuration', 'memory', 'memcpy', 'recalculate', 'checksum', 'work', 'somehow', 'convince', 'compiler', 'option', 'memory', 'runtime', 'tradeoff', 'code', 'size', 'size', 'option', 'attribute', 'variation', 'thereof', 'example', 'sort', 'configuration', 'define', 'struct', 'struct', 'foofoo', 'struct', 'something', 'somethingsmaller', 'uint', 'evensmaller', 'struct', 'struct', 'struct', 'struct', 'imagine', 'point', 'declare', 'time']","['gcc', 'arm', 'memory-management', 'memory-alignment']"
"ShareKit changes? <p>I haven't used ShareKit much, but I want to have only three sharing options: Facebook, Twitter, and Email. ShareKit gives far more options, including a More button. However, I don't want the More option, just the three.</p>

<p>In <code>SHKActionSheet.m</code> of ShareKit:</p>

<pre><code>// Add More button
[as addButtonWithTitle:SHKLocalizedString(@""More..."")];
</code></pre>

<p><img src=""https://i.sstatic.net/OxURR.png"" alt=""enter image description here""></p>
","['sharekit', 'sharekit', 'button', 'option', 'shkactionsheet', 'button']","['iphone', 'objective-c', 'facebook', 'xcode4', 'sharekit']"
"What does variable names beginning with _ mean? <p>When writing my first asp.net MVC application using C#, I see that there are some variables whose name start with an underscore character(_).</p>

<p>What does this mean? Is there any specific meaning for this?</p>
","['mean', 'application', 'start', 'character', 'mean', 'meaning']","['c#', 'asp.net', 'syntax', 'variable', 'naming-conventions']"
"XmlDocument.WriteTo truncates resultant file <p>Trying to serialize an XmlDocument to file. The XmlDocument is rather large; however, in the debugger I can see that the InnerXml property has all of the XML blob in it -- it's not truncated there.</p>

<p>Here's the code that writes my XmlDocument object to file: </p>

<pre><code>// Write that string to a file.
var fileStream = new FileStream(""AdditionalData.xml"", FileMode.OpenOrCreate, FileAccess.Write);
xmlDocument.WriteTo(new XmlTextWriter(fileStream, Encoding.UTF8) {Formatting = Formatting.Indented});
fileStream.Close();
</code></pre>

<p>The file that's produced here only writes out to line like 5,760 -- it's actually truncated in the middle of a tag! </p>

<p>Anyone have any ideas why this would truncate here?</p>

<p><strong>Update:</strong> I found the source of the issue. I was not closing the XML Text Writer before closing the file stream! D'oh!</p>
","['writeto', 'file', 'xmldocument', 'file', 'xmldocument', 'property', 'blob', 'code', 'string', 'file', 'filestream', 'filestream', 'additionaldata', 'filemode', 'openorcreate', 'fileaccess', 'writeto', 'filestream', 'filestream', 'file', 'line', 'anyone', 'source', 'issue', 'writer', 'file', 'stream']","['c#', 'xml', 'filestream', 'xmldocument', 'xmltextwriter']"
"MVC 3 Validation for confirm email address field <p>Is there a way using MVC data validation attributes to validate client side if two fields on my model are equal.</p>

<p>I have two fields:</p>

<pre><code>    [Required(ErrorMessage = ""*"")]
    [Email(ErrorMessage = ""*"")]
    public string Email { get; set; }

    [Required(ErrorMessage = ""*"")]
    [Email(ErrorMessage = ""*"")]
    public string ConfirmEmail { get; set; }
</code></pre>

<p>I want to be able to add an attribute that those two fields should be equel and if not an validatio error will appear. Is there a way to do so?</p>

<p>Thank you.</p>
","['validation', 'confirm', 'email', 'address', 'field', 'validation', 'client', 'side', 'errormessage', 'errormessage', 'email', 'errormessage', 'errormessage', 'confirmemail', 'attribute', 'error', 'thank']","['asp.net-mvc', 'asp.net-mvc-3', 'validation', 'jquery-validate', 'custom-attributes']"
"Sort a table fast by its first column with Javascript or jQuery <p>I have a table which is dynamically populated from <code>FullCalendar</code>.
The problem is that <code>FullCalendar</code> does not care about its original order.</p>

<p>The table looks like this:</p>

<pre><code>&lt;table id=""caltbl""&gt;
   &lt;thead&gt;
       &lt;tr&gt; &lt;th&gt; &lt;/th&gt;   &lt;th&gt; Date &lt;/th&gt;   &lt;th&gt; hours &lt;/th&gt;  ... &lt;/tr&gt;
   &lt;/thead&gt;
   &lt;tbody&gt;
       &lt;tr&gt; &lt;td class=""sortnr""&gt;1&lt;/td&gt;   &lt;td&gt;&lt;/td&gt; ... &lt;/tr&gt;
       &lt;tr&gt; &lt;td class=""sortnr""&gt;3&lt;/td&gt;   &lt;td&gt;&lt;/td&gt; ... &lt;/tr&gt;
       &lt;tr&gt; &lt;td class=""sortnr""&gt;2&lt;/td&gt;   &lt;td&gt;&lt;/td&gt; ... &lt;/tr&gt;
       &lt;tr&gt; &lt;td class=""sortnr""&gt;4&lt;/td&gt;   &lt;td&gt;&lt;/td&gt; ... &lt;/tr&gt;
   &lt;/tbody&gt;
&lt;/table&gt;
</code></pre>

<p>The first  of each row contains the number on which the table should be sorted.</p>

<p>I had this code to sort it:</p>

<pre><code>    var rows = $('#caltbl &gt; tbody').children('tr').detach();

    for (var counter = 1; counter&lt;=rows.length; counter++) {
        $(rows).each(function(index) {
            if ($(this).find("".sortnr"").text()==counter){
               $('#caltbl &gt; tbody:last').append($(this));
            }
        });
    }
</code></pre>

<p>This works fine in Firefox but causes me a major headache in Internet Explorer because there are more than 500 items and it hangs. I could add a <code>setTimeout</code> but that would not fix the real problem. <strong>The sorting is slow. What is a faster way to sort this?</strong></p>

<p>Instead of having to start from the <code>&lt;table&gt;</code> html, as I said it gets populated dynamically so I have an <code>Array</code> which contains the html. 1 item per <code>&lt;tr&gt;</code> (unsorted)</p>
","['sort', 'table', 'fast', 'javascript', 'jquery', 'table', 'fullcalendar', 'problem', 'fullcalendar', 'care', 'order', 'caltbl', 'thead', 'date', 'tbody', 'class', 'sortnr', 'class', 'sortnr', 'class', 'sortnr', 'class', 'sortnr', 'tbody', 'number', 'table', 'code', 'sort', 'caltbl', 'tbody', 'counter', 'counter', 'counter', 'index', 'counter', 'caltbl', 'tbody', 'append', 'firefox', 'headache', 'internet', 'explorer', 'problem', 'sort', 'html', 'item']","['javascript', 'jquery', 'performance', 'sorting', 'html-table']"
"How to avoid my mails sent from PHP mail() being marked as spam? <p>I'm using the following to send registration e-mails:</p>

<pre><code>$subject = 'subject is here';
$message_raw = 'e-mail text';

$message = base64_encode($message_raw);

$headers  = 'MIME-Version: 1.0' . ""\r\n"";
$headers .= 'Content-type: text/plain; charset=UTF-8' . ""\r\n"";
$headers .= 'Content-Transfer-Encoding: base64' . ""\r\n"";
$headers .= 'From: papa.sk &lt;register@papa.sk&gt;' . ""\r\n"";

$sendit = mail($to, $subject, $message, $headers);
</code></pre>

<p>For some people the e-mails are put into the spam folder (in gmail too).</p>

<p>In /etc/postfix/main.cf I have this:</p>

<pre><code>myorigin = /etc/mailname
smtpd_banner = papa1.vps.websupport.sk ESMTP
</code></pre>

<p>Not sure whether I should change the above.</p>
","['avoid', 'mail', 'registration', 'message', 'mail', 'text', 'message', 'base', 'message', 'version', 'type', 'text', 'plain', 'charset', 'transfer', 'base', 'register', 'papa', 'sendit', 'mail', 'message', 'gmail', 'postfix', 'myorigin', 'mailname', 'smtpd', 'banner', 'websupport', 'esmtp', 'change']","['php', 'email', 'sendmail', 'postfix-mta', 'spam']"
"How to implement an SQLite database in Phonegap? <p>I'm implementing a cross-platform app for Android, iOS, and BlackBerry. I'm using PhoneGap to produce native language versions for each platform. I want to know how to create, access, and search a SQLite database.</p>

<p>I've read in the documentation that it can be created via a Javascript file but I want to know where to place that file and how to reference it in the code.</p>
","['database', 'phonegap', 'cross', 'platform', 'android', 'blackberry', 'phonegap', 'language', 'create', 'access', 'search', 'database', 'documentation', 'javascript', 'file', 'place', 'file', 'reference', 'code']","['iphone', 'android', 'sqlite', 'html', 'cordova']"
"JNA loading libraries <p>I've got two libraries, one with Ada objects and one with C++ objects  (I don't have a lot of control about which goes where)</p>

<p>The Ada stuff references the C stuff and vice versa...</p>

<p>This symbol is in libIPCAda.so: <strong>ipc_manager_shutdown_c</strong></p>

<p>This symbol is in libIPCC.so: <strong>stream_buffer_header_size</strong></p>

<p>When I do these JNA Calls:</p>

<pre><code>   CLibrary INSTANCE8 = (CLibrary)
   Native.loadLibrary(""IPCAda"", //  &lt;&lt;&lt; our library goes here
                      CLibrary.class);

   CLibrary INSTANCE9 = (CLibrary)
   Native.loadLibrary(""IPCC"", //  &lt;&lt;&lt; our library goes here
                      CLibrary.class);
</code></pre>

<p>I get this:</p>

<pre><code>ld.so.1: java: fatal: relocation error: file &lt;&lt;my directory&gt;&gt;/lib/libIPCAda.so: symbol stream_buffer_header_size: referenced symbol not found
</code></pre>

<p>When I do these JNA calls:</p>

<pre><code>   CLibrary INSTANCE9 = (CLibrary)
   Native.loadLibrary(""IPCC"", //  &lt;&lt;&lt; our library goes here
                      CLibrary.class);

   CLibrary INSTANCE8 = (CLibrary)
   Native.loadLibrary(""IPCAda"", //  &lt;&lt;&lt; our library goes here
                      CLibrary.class);
</code></pre>

<p>I get this:</p>

<pre><code>Exception in thread ""main"" java.lang.UnsatisfiedLinkError: Unable to load library 'IPCC': ld.so.1: java: fatal: relocation error: file &lt;&lt;my directory&gt;&gt;/lib/libIPCC.so: symbol ipc_manager_shutdown_c: referenced symbol not found
    at com.sun.jna.NativeLibrary.loadLibrary(NativeLibrary.java:163)
    at com.sun.jna.NativeLibrary.getInstance(NativeLibrary.java:236)
    at com.sun.jna.Library$Handler.&lt;init&gt;(Library.java:140)
    at com.sun.jna.Native.loadLibrary(Native.java:379)
    at com.sun.jna.Native.loadLibrary(Native.java:364)
    at Test2$CLibrary.&lt;clinit&gt;(Test2.java:55)
    at Test2.main(Test2.java:74)
</code></pre>

<p>Obviously its not liking the cross dependent symbols... Is there any way to make this work in JNA?</p>

<p>*<strong><em>EDIT  Example Compile *</em></strong></p>

<pre><code>gcc -c -fPIC -g -O0 -fstack-check -pipe -gnatE -gnatU -gnatwl -gnatf -gnatE -gnat05 -lIPCC -I- -gnatA &lt;&lt;my directory&gt;&gt;src/ndds_c.adb
</code></pre>
","['control', 'vice', 'versa', 'symbol', 'libipcada', 'manager', 'symbol', 'libipcc', 'stream', 'buffer', 'header', 'size', 'instance', 'ipcada', 'library', 'class', 'instance', 'ipcc', 'library', 'class', 'java', 'relocation', 'error', 'file', 'directory', 'symbol', 'stream', 'buffer', 'header', 'size', 'symbol', 'instance', 'ipcc', 'library', 'class', 'instance', 'ipcada', 'library', 'class', 'exception', 'thread', 'java', 'lang', 'unsatisfiedlinkerror', 'load', 'ipcc', 'java', 'relocation', 'error', 'file', 'directory', 'symbol', 'manager', 'shutdown', 'symbol', 'java', 'getinstance', 'java', 'handler', 'init', 'java', 'java', 'java', 'test', 'clinit', 'test', 'java', 'test', 'test', 'java', 'cross', 'work', 'edit', 'example', 'compile', 'fpic', 'fstack', 'check', 'pipe', 'gnate', 'gnatu', 'gnatwl', 'gnatf', 'gnate', 'gnat', 'lipcc', 'gnata', 'directory']","['java', 'c++', 'java-native-interface', 'shared-libraries', 'jna']"
"How can I prevent the backspace key from navigating back? <p>On IE I can do this with the (terribly non-standard, but working) jQuery</p>

<pre><code>if ($.browser.msie)
    $(document).keydown(function(e) { if (e.keyCode == 8) window.event.keyCode = 0;});
</code></pre>

<p>But is it possible to do in a way which works on Firefox, or in a cross-browser way for a bonus?</p>

<p>For the record:</p>

<pre><code>$(document).keydown(function(e) { if (e.keyCode == 8) e.stopPropagation(); });
</code></pre>

<p>does nothing.</p>

<pre><code>$(document).keydown(function(e) { if (e.keyCode == 8) e.preventDefault(); });
</code></pre>

<p>solves the problem, but renders the backspace key unusable on the page, which is even worse than the original behaviour.</p>

<p>EDIT:
The reason I do this is that I'm not creating a simple web page but a large application. It is incredibly annoying to lose 10 minutes of work just because you pressed backspace in the wrong place. The ratio of preventing mistakes vs. annoying users should be way above 1000/1 by preventing the backspace key from navigating back.</p>

<p>EDIT2: I'm <strong>not</strong> trying to prevent history navigation, just accidents.</p>

<p>EDIT3: @brentonstrines comment (moved here since the question is so popular): This is a long-term 'fix', but you could throw your support behind the <a href=""http://code.google.com/p/chromium/issues/detail?id=144832"" rel=""noreferrer"">Chromium bug to change this behavior in webkit</a></p>
","['prevent', 'backspace', 'jquery', 'browser', 'msie', 'document', 'function', 'keycode', 'event', 'keycode', 'cross', 'browser', 'bonus', 'record', 'document', 'function', 'keycode', 'stoppropagation', 'nothing', 'document', 'function', 'keycode', 'preventdefault', 'problem', 'page', 'behaviour', 'edit', 'reason', 'page', 'application', 'backspace', 'place', 'ratio', 'backspace', 'edit', 'history', 'navigation', 'comment', 'question', 'term', 'support', 'chromium', 'change', 'behavior', 'webkit']","['javascript', 'jquery', 'internet-explorer', 'firefox', 'cross-browser']"
"Exception handling : throw, throws and Throwable <p>Can any of you explain what the differences are between <code>throw</code>, <code>throws</code> and <code>Throwable</code> and when to use which?</p>
","['exception', 'throw', 'explain']","['java', 'exception', 'throw', 'throw', 'throwable']"
"iOS/iPhone: in-app purchase sandbox broken while app in ""rejected"" state? <p>(See <strong>MAIN THRUST</strong> below to skip to the main thrust of my question.)</p>

<p>My iOS app was rejected in the Apple review process for a minor reason that was easy to fix.</p>

<p>However, I wanted to give the new build a once-over testing, including retesting our in-app purchase (there is only a single purchasable item in the app).</p>

<p>And now the app crashes when doing the initial retrieval of the product information. It never crashed in this way before, and the code hasn't changed since we successfully tested the in-app purchase in sandbox mode many times. (In fact, no code changed at all between the initially submitted version and this version with the minor fix; the fix was just an info.plist setting change.)</p>

<p>To complicate matters, I'm using the Airplay/Marmalade SDK for building the app, and they wrap the Objective C calls and callback mechanism with their own API and callback mechanism. However, this wrapper is very thin, so I hope/believe that this is really a general iOS/in-app purchase question, not something specific to Marmalade.</p>

<p>So, as I say, it's crashing somewhere between the time I make the Marmalade call to retrieve product information and the time my (C++) callback should be called. (I.e., somewhere between the time that Marmalade calls [productsRequest start] on an SKProductsRequest object, and the time productsRequest:didReceiveResponse() is called and Marmalade calls me back in turn.)</p>

<p><strong>MAIN THRUST</strong> of my question:</p>

<p>My app is in ""rejected"" state on iTunesConnect. Furthermore, when I look at the in-app purchase item itself in iTunesConnect, it's also marked as ""Rejected"". However, I've already discussed my in-app purchase with Apple during the review process, and it is my belief that the in-app purchase itself works fine for them, and the only remaining problem was the minor issue that I've already fixed (this is what their rejection details said: just that one item).</p>

<p>So: I need to understand whether, when my app (and its associated in-app purchase) are in this ""rejected"" state pending a new binary upload from me, it's tricky (or maybe impossible) to re-test the in-app purchase, and my best course of action is just to resubmit the app with the minor fix and have faith that (since it's the same code that worked during normal testing when things weren't in the rejected state) the state of the in-app purchase will work itself out once Apple resets everything to test the new binary.</p>

<p>Or is there something different I should do at this point that would allow me to re-test the in-app purchase?</p>

<p>I was thinking of asking Apple in the iTunesConnect correspondence, but I didn't want to introduce any complications with them, since the review process has been amazingly fast and efficient so far.</p>
","['iphone', 'purchase', 'sandbox', 'state', 'thrust', 'skip', 'question', 'apple', 'review', 'process', 'reason', 'build', 'purchase', 'item', 'product', 'information', 'code', 'purchase', 'sandbox', 'fact', 'code', 'version', 'version', 'plist', 'change', 'complicate', 'airplay', 'marmalade', 'mechanism', 'callback', 'mechanism', 'hope', 'purchase', 'question', 'something', 'marmalade', 'time', 'marmalade', 'call', 'product', 'information', 'time', 'callback', 'time', 'start', 'time', 'didreceiveresponse', 'marmalade', 'turn', 'question', 'state', 'itunesconnect', 'furthermore', 'look', 'purchase', 'item', 'itunesconnect', 'purchase', 'apple', 'review', 'process', 'purchase', 'problem', 'issue', 'rejection', 'item', 'need', 'purchase', 'state', 'test', 'purchase', 'course', 'action', 'resubmit', 'minor', 'faith', 'code', 'state', 'state', 'purchase', 'work', 'apple', 'everything', 'test', 'something', 'point', 'test', 'purchase', 'apple', 'correspondence', 'introduce', 'review', 'process']","['io', 'in-app-purchase', 'app-store-connect', 'sandbox', 'appstore-approval']"
"DataGridView ToolTipText not showing <p>I have data bound <code>DataGridView</code> in a desktop app with columns that have their <code>ToolTipText</code> property set, yet no tool tip is displayed when I hover over grid view (cells or cell headers).</p>

<p>The <code>ShowCellToolTips</code> property of the grid view is <code>true</code>, and I have verified using break points that it is not changed programmatically before I mouse over.</p>

<p>I have tried creating a <code>CellToolTipTextNeeded</code> event handler to see what the tool tip text was, but the event handler is never called.</p>

<p>Is there anything I have missed?</p>

<p>Thanks,
Rob</p>

<p><strong>Edit:</strong> We're using framework 2.0.</p>
","['datagridview', 'bound', 'datagridview', 'desktop', 'column', 'property', 'tool', 'view', 'property', 'view', 'break', 'event', 'handler', 'tool', 'event', 'handler', 'anything', 'framework']","['c#', 'visual-studio', 'visual-studio-2008', 'datagridview', 'desktop-application']"
"Weird Behaviour of ListView with CheckBox <p>I am having a CheckBox above the ListView having Checkbox items in it. So when I check the Checkbox I apply <code>notifyDataSetChanged()</code> to check all the check all the items of the List. So at that time I am getting logs for getView method two times, it means getView is getting called twice when I am calling <code>notifyDataSetChanged()</code> only once. So, can anyone tell me why I am getting logs twice? Also why getView() is called twice?</p>

<p>Main Class - </p>

<pre><code>checkAll = (CheckBox) findViewById(R.id.my_check_box);
        checkAll.setOnCheckedChangeListener(new CompoundButton.OnCheckedChangeListener() {

            @Override
            public void onCheckedChanged(CompoundButton checkbox, boolean arg1) {
                adapter.notifyDataSetChanged();
            }
        });
</code></pre>

<p>Code for Adapter Class -</p>

<pre><code>    public class myAdapter extends ArrayAdapter&lt;Model&gt; {

    private final List&lt;Model&gt; list;
    private final Activity context;
    private CheckBox checkAll;

    public myAdapter(Activity context, List&lt;Model&gt; list, CheckBox checkAll) {
        super(context, R.layout.row, list);
        this.context = context;
        this.list = list;
        this.checkAll = checkAll;

    }

    static class ViewHolder {
        protected TextView text;
        protected CheckBox checkbox;
    }

    @Override
    public View getView(final int position, View convertView, ViewGroup parent) {
        View view = null;
        if (convertView == null) {
            LayoutInflater inflator = context.getLayoutInflater();
            view = inflator.inflate(R.layout.row, null);
            final ViewHolder viewHolder = new ViewHolder();
            viewHolder.text = (TextView) view.findViewById(R.id.label);
            viewHolder.checkbox = (CheckBox) view.findViewById(R.id.check);
            viewHolder.checkbox
                    .setOnCheckedChangeListener(new CompoundButton.OnCheckedChangeListener() {

                        @Override
                        public void onCheckedChanged(CompoundButton buttonView, boolean isChecked) {
                            Model element = (Model) viewHolder.checkbox.getTag();
                            element.setSelected(buttonView.isChecked());
                        }
                    });
            view.setTag(viewHolder);
            viewHolder.checkbox.setTag(list.get(position));
        } else {
            view = convertView;
            ((ViewHolder) view.getTag()).checkbox.setTag(list.get(position));
        }
        ViewHolder holder = (ViewHolder) view.getTag();
        holder.text.setText(list.get(position).getName());


        if(checkAll.isChecked() == true){
            System.out.println(position+"" checked th position"");
        }
        else if(checkAll.isChecked() == false){
            System.out.println(position+"" not checked th position"");
        }

        holder.checkbox.setChecked(list.get(position).isSelected());    
        return view;
    }
}
</code></pre>

<p>LogCat Output When I can <code>adapter.notifyDataSetChanged();</code> on CheckAll checkboxs Check Change Listener.</p>

<pre><code>11-30 20:31:33.751: INFO/System.out(1300): 0 checked th position
11-30 20:31:33.761: INFO/System.out(1300): 1 checked th position
11-30 20:31:33.770: INFO/System.out(1300): 2 checked th position
11-30 20:31:33.780: INFO/System.out(1300): 3 checked th position
11-30 20:31:33.810: INFO/System.out(1300): 4 checked th position
11-30 20:31:33.810: INFO/System.out(1300): 0 checked th position
11-30 20:31:33.831: INFO/System.out(1300): 1 checked th position
11-30 20:31:33.831: INFO/System.out(1300): 2 checked th position
11-30 20:31:33.851: INFO/System.out(1300): 3 checked th position
11-30 20:31:33.860: INFO/System.out(1300): 4 checked th position
</code></pre>

<p>You can see that I the Logcat output I am getting the same output two times. So can anyone tell the why this is happening?</p>
","['behaviour', 'listview', 'checkbox', 'checkbox', 'listview', 'checkbox', 'checkbox', 'apply', 'check', 'check', 'time', 'getview', 'method', 'getview', 'anyone', 'tell', 'getview', 'class', 'checkall', 'checkbox', 'findviewbyid', 'checkall', 'setoncheckedchangelistener', 'compoundbutton', 'void', 'compoundbutton', 'checkbox', 'adapter', 'code', 'adapter', 'class', 'class', 'myadapter', 'model', 'list', 'model', 'list', 'activity', 'context', 'checkbox', 'myadapter', 'activity', 'list', 'model', 'list', 'checkbox', 'checkall', 'context', 'layout', 'list', 'context', 'list', 'list', 'checkall', 'checkall', 'class', 'viewholder', 'textview', 'text', 'checkbox', 'checkbox', 'view', 'position', 'view', 'convertview', 'parent', 'view', 'convertview', 'layoutinflater', 'inflator', 'getlayoutinflater', 'view', 'inflator', 'inflate', 'viewholder', 'viewholder', 'viewholder', 'viewholder', 'text', 'textview', 'view', 'label', 'viewholder', 'checkbox', 'checkbox', 'view', 'check', 'viewholder', 'checkbox', 'setoncheckedchangelistener', 'compoundbutton', 'void', 'compoundbutton', 'buttonview', 'boolean', 'model', 'viewholder', 'checkbox', 'gettag', 'element', 'buttonview', 'view', 'settag', 'viewholder', 'viewholder', 'checkbox', 'list', 'position', 'view', 'convertview', 'viewholder', 'view', 'gettag', 'checkbox', 'list', 'position', 'viewholder', 'holder', 'viewholder', 'view', 'gettag', 'holder', 'text', 'list', 'position', 'getname', 'checkall', 'system', 'position', 'position', 'checkall', 'system', 'position', 'position', 'holder', 'checkbox', 'position', 'view', 'logcat', 'output', 'checkall', 'checkboxs', 'check', 'change', 'listener', 'info', 'system', 'position', 'info', 'system', 'position', 'info', 'system', 'position', 'info', 'system', 'position', 'info', 'system', 'position', 'info', 'system', 'position', 'info', 'system', 'position', 'info', 'system', 'position', 'info', 'system', 'position', 'info', 'system', 'position', 'logcat', 'output', 'output', 'anyone']","['android', 'android-layout', 'android-emulator', 'android-widget', 'android-manifest']"
"How do I hide Referenced Libraries in Eclipse's Java EE perspective? <p>Eclipse's normal Java perspective seems to hide Referenced Libraries just fine (in a ""Referenced Libraries"" folder in your project). Unfortunately, the Java EE perspective does not seem to have this same feature and enabling it is non-intuitive.</p>

<p>Can anyone shed some light on this issue?</p>
","['hide', 'eclipse', 'java', 'perspective', 'project', 'perspective', 'feature', 'anyone', 'issue']","['java', 'eclipse', 'library', 'jar', 'perspective']"
"iPhone: How to fix a cheat based on changing the device's date? Is there a server I can get the time from? <p>I have an iPhone game that dispenses in-game currency over time, and someone discovered that you can change the date on your device to get rewards early.  </p>

<p>I found out there was a similar issue in Smurf Village, and they detect the tampering somehow.  Does anyone know how they do it?  The only thing I can think of is getting the time from an outside server, which would require devices to be online, but it's better than nothing I guess... does anyone know where I can find a server that just tells you the time?</p>
","['iphone', 'cheat', 'device', 'date', 'server', 'time', 'game', 'game', 'currency', 'time', 'someone', 'change', 'date', 'device', 'issue', 'smurf', 'village', 'anyone', 'thing', 'time', 'server', 'nothing', 'guess', 'anyone', 'time']","['iphone', 'datetime', 'time', 'nsdate', 'ipod']"
"How to make a color transparent in a BufferedImage and save as PNG <p>I have been searching the web for this, but I havent found any decent help.</p>

<p>I have a BufferedImage, which I have read in with ImageIO. Now I would like to make a certain color in that image to transparent, and save the image as PNG.</p>

<p>I know I cannot just ""paint"" the transparent color for obvious reasons, so I am guessing I need some kind of a filter.</p>

<p>Anyone got some sample code for this?</p>
","['color', 'transparent', 'bufferedimage', 'havent', 'help', 'bufferedimage', 'imageio', 'color', 'image', 'transparent', 'image', 'paint', 'transparent', 'color', 'need', 'kind', 'filter', 'anyone', 'sample', 'code']","['java', 'image', 'color', 'png', 'transparent']"
"Can I set Visual Studio 2005 to ignore assertions in a specific region of code while debugging <p>Here's the scenario. I'm debugging my own app (C/C++) which is using some library developed by another team in the company. An assertion fails when my code generates some edge case. Its a pain because the assertion is not formulated correctly so the library function is working OK but I get all these interruptions where I just have to continue (lots as its in a loop) so I can get to the stuff I'm actually interested in. I have to use the debug version of the library when debugging for other reasons. The other team wont fix this till next release (hey, it works on our machine).</p>

<p>Can I tell the debugger to ignore the breakpoints asserted by this section of code (i.e. can it auto-continue for me).</p>
","['studio', 'ignore', 'region', 'code', 'scenario', 'team', 'company', 'assertion', 'code', 'case', 'pain', 'assertion', 'function', 'version', 'library', 'team', 'wont', 'till', 'release', 'machine', 'tell', 'debugger', 'ignore', 'section', 'code', 'auto']","['c++', 'debugging', 'visual-studio-2005', 'assert']"
"The difference between virtual, override, new and sealed override <p>I'm pretty confused between some concepts of OOP: <code>virtual</code>, <code>override</code>, <code>new</code> and <code>sealed override</code>. Can anyone explain the differences?</p>

<p>I am pretty clear that if the derived class method is to be used, one can use the <code>override</code> keyword so that the base class method will be overriden by derived class. But I'm not sure about <code>new</code>, and <code>sealed override</code>.</p>
","['difference', 'override', 'anyone', 'explain', 'class', 'method', 'base', 'class', 'method', 'class', 'sure', 'override']","['c#', 'oop', 'overriding', 'virtual', 'new-operator']"
"Can I write SQL using speech recognition? <p>I have wrist pain when I type and I would like to start writing SQL statements, stored procedure, and views using speech recognition.</p>
","['write', 'recognition', 'wrist', 'pain', 'type', 'procedure', 'speech', 'recognition']","['sql', 'speech-recognition', 'ergonomics', 'naturallyspeaking', 'code-by-voice']"
"Is there any good way to DRY up scope / predicate logic duplication? <p>For example, consider the following code (in a model):</p>

<pre><code>scope :popular, where(""views &gt;= 250 OR (views &gt;= 10 AND avg_rating &gt;= 4.75)"")

def popular?
  views &gt;= 250 or views &gt;= 10 &amp;&amp; avg_rating &gt;= 4.75
end
</code></pre>

<p>First condition is SQL, second one is ruby, but still, there's an obvious duplication. Is there any good way to DRY it up? What is best practice for such cases?</p>
","['scope', 'predicate', 'duplication', 'example', 'code', 'scope', 'rating', 'rating', 'condition', 'ruby', 'duplication', 'practice']","['ruby-on-rails', 'ruby-on-rails-3', 'activerecord', 'scope', 'dry']"
